,chi,metric,val_idx,vs_method,score
578,chi_0.5,nef,98,LR,0.34247
579,chi_0.5,nef,99,LR,0.26027
580,chi_0.5,nef,100,LR,0.32877
581,chi_0.5,nef,101,LR,0.27891
582,chi_0.5,nef,102,LR,0.26712
583,chi_0.5,nef,103,LR,0.27397
584,chi_0.5,nef,104,LR,0.31293
585,chi_0.5,nef,105,LR,0.33562
586,chi_0.5,nef,106,LR,0.25342
587,chi_0.5,nef,107,LR,0.31507
588,chi_0.5,nef,108,LR,0.29252
589,chi_0.5,nef,109,LR,0.25342
590,chi_0.5,nef,110,LR,0.31507
591,chi_0.5,nef,111,LR,0.30137
592,chi_0.5,nef,112,LR,0.2585
593,chi_0.5,nef,113,LR,0.23288
594,chi_0.5,nef,114,LR,0.28082
595,chi_0.5,nef,115,LR,0.33562
596,chi_0.5,nef,116,LR,0.28571
597,chi_0.5,nef,117,LR,0.23973
598,chi_0.5,nef,118,LR,0.25342
599,chi_0.5,nef,119,LR,0.30822
600,chi_0.5,roc_auc,0,LR,0.70158
601,chi_0.5,roc_auc,1,LR,0.69361
602,chi_0.5,roc_auc,2,LR,0.73637
603,chi_0.5,roc_auc,3,LR,0.70744
604,chi_0.5,roc_auc,4,LR,0.75392
605,chi_0.5,roc_auc,5,LR,0.68288
606,chi_0.5,roc_auc,6,LR,0.67492
607,chi_0.5,roc_auc,7,LR,0.72185
608,chi_0.5,roc_auc,8,LR,0.7588
609,chi_0.5,roc_auc,9,LR,0.67121
610,chi_0.5,roc_auc,10,LR,0.72545
611,chi_0.5,roc_auc,11,LR,0.67228
612,chi_0.5,roc_auc,12,LR,0.71006
613,chi_0.5,roc_auc,13,LR,0.72172
614,chi_0.5,roc_auc,14,LR,0.66641
615,chi_0.5,roc_auc,15,LR,0.72803
616,chi_0.5,roc_auc,16,LR,0.71627
