,,LR,GBT,DClf,csAVG,csGEO,csMIN
nef_Ra,107,0.65068,0.73288,0.06164,0.15753,0.16438,0.15068
nef_Ra,108,0.56463,0.69388,0.02721,0.2517,0.2449,0.18367
nef_Ra,109,0.60274,0.69863,0.03425,0.16438,0.16438,0.15753
nef_Ra,110,0.64384,0.74658,0.03425,0.19863,0.19863,0.16438
nef_Ra,111,0.60274,0.76027,0.03425,0.19863,0.20548,0.13699
nef_Ra,112,0.60544,0.72789,0.02721,0.19728,0.19728,0.18367
nef_Ra,113,0.61644,0.69178,0.00685,0.21918,0.22603,0.13014
nef_Ra,114,0.60274,0.68493,0.0274,0.21918,0.21918,0.20548
nef_Ra,115,0.58219,0.75342,0.0411,0.17808,0.17808,0.13014
nef_Ra,116,0.58503,0.68707,0.06122,0.21088,0.21088,0.18367
nef_Ra,117,0.62329,0.75342,0.0411,0.19863,0.19178,0.16438
nef_Ra,118,0.58219,0.66438,0.04795,0.19178,0.19178,0.18493
nef_Ra,119,0.63699,0.73288,0.0411,0.21918,0.21918,0.13699
roc_auc,0,0.94326,0.9717,0.49932,0.68355,0.68877,0.61316
roc_auc,1,0.95713,0.9709,0.51555,0.75655,0.75968,0.67515
roc_auc,2,0.9408,0.97368,0.48964,0.74621,0.75148,0.65397
roc_auc,3,0.93801,0.97544,0.48983,0.7577,0.76086,0.6843
roc_auc,4,0.94417,0.96704,0.50183,0.73567,0.74097,0.63189
roc_auc,5,0.94098,0.97191,0.50091,0.76408,0.76726,0.70682
roc_auc,6,0.94787,0.97606,0.49702,0.74075,0.74458,0.67207
roc_auc,7,0.93678,0.9699,0.49427,0.70257,0.70722,0.61285
roc_auc,8,0.94414,0.97243,0.49251,0.72135,0.72641,0.63903
roc_auc,9,0.93422,0.96706,0.5079,0.7113,0.71542,0.6279
roc_auc,10,0.95745,0.97885,0.50246,0.76315,0.76747,0.6643
roc_auc,11,0.9365,0.96683,0.49258,0.74792,0.75109,0.69251
roc_auc,12,0.93667,0.97532,0.49551,0.73224,0.73668,0.64274
roc_auc,13,0.94778,0.967,0.51287,0.73136,0.73604,0.65891
roc_auc,14,0.94458,0.96439,0.49681,0.73524,0.73943,0.65405
roc_auc,15,0.94865,0.97524,0.5001,0.74405,0.74759,0.66907
roc_auc,16,0.94081,0.97223,0.51073,0.73943,0.7434,0.65751
roc_auc,17,0.94985,0.97537,0.50441,0.76251,0.76654,0.68882
roc_auc,18,0.95326,0.97365,0.48541,0.73891,0.74259,0.66426
roc_auc,19,0.93698,0.9652,0.50219,0.70242,0.70757,0.61416
roc_auc,20,0.94046,0.96428,0.49238,0.72883,0.73285,0.65419
roc_auc,21,0.93516,0.97261,0.51515,0.72893,0.73308,0.65406
